#
# The Tor Project
#
# URL: https://metrics.torproject.org/versions.csv?start=2019-02-18&end=2019-05-19
#
date,version,relays
2019-04-19,0.3.4,1014
2019-04-19,0.3.5,3334
2019-04-19,0.4.0,191
2019-04-19,0.4.1,22
2019-04-19,Other,1
2019-04-20,0.2.4,132
2019-04-20,0.2.5,138
2019-04-20,0.2.6,23
2019-04-20,0.2.7,74
2019-04-20,0.2.8,22
2019-04-20,0.2.9,1079
2019-04-20,0.3.0,56
2019-04-20,0.3.1,64
2019-04-20,0.3.2,255
2019-04-20,0.3.3,240
2019-04-20,0.3.4,1007
2019-04-20,0.3.5,3348
2019-04-20,0.4.0,189
2019-04-20,0.4.1,23
2019-04-20,Other,1
2019-04-21,0.2.4,130
2019-04-21,0.2.5,139
2019-04-21,0.2.6,22
2019-04-21,0.2.7,73
2019-04-21,0.2.8,21
2019-04-21,0.2.9,1082
2019-04-21,0.3.0,55
2019-04-21,0.3.1,64
2019-04-21,0.3.2,253
2019-04-21,0.3.3,237
2019-04-21,0.3.4,994
2019-04-21,0.3.5,3353
2019-04-21,0.4.0,190
2019-04-21,0.4.1,25
2019-04-21,Other,1
2019-04-22,0.2.4,129
2019-04-22,0.2.5,137
2019-04-22,0.2.6,21
2019-04-22,0.2.7,73
2019-04-22,0.2.8,20
2019-04-22,0.2.9,1080
2019-04-22,0.3.0,56
2019-04-22,0.3.1,63
2019-04-22,0.3.2,253
2019-04-22,0.3.3,235
2019-04-22,0.3.4,1003
2019-04-22,0.3.5,3349
2019-04-22,0.4.0,190
2019-04-22,0.4.1,22
2019-04-22,Other,1
2019-04-23,0.2.4,125
2019-04-23,0.2.5,139
2019-04-23,0.2.6,20
2019-04-23,0.2.7,73
2019-04-23,0.2.8,20
2019-04-23,0.2.9,1083
2019-04-23,0.3.0,56
2019-04-23,0.3.1,64
2019-04-23,0.3.2,254
2019-04-23,0.3.3,233
2019-04-23,0.3.4,1000
2019-04-23,0.3.5,3358
2019-04-23,0.4.0,187
2019-04-23,0.4.1,25
2019-04-23,Other,1
2019-04-24,0.2.4,125
2019-04-24,0.2.5,138
2019-04-24,0.2.6,20
2019-04-24,0.2.7,73
2019-04-24,0.2.8,22
2019-04-24,0.2.9,1080
2019-04-24,0.3.0,55
2019-04-24,0.3.1,63
2019-04-24,0.3.2,251
2019-04-24,0.3.3,231
2019-04-24,0.3.4,1006
2019-04-24,0.3.5,3358
2019-04-24,0.4.0,185
2019-04-24,0.4.1,24
2019-04-24,Other,1
2019-04-25,0.2.4,125
2019-04-25,0.2.5,133
2019-04-25,0.2.6,19
2019-04-25,0.2.7,73
2019-04-25,0.2.8,21
2019-04-25,0.2.9,1066
2019-04-25,0.3.0,54
2019-04-25,0.3.1,64
2019-04-25,0.3.2,249
2019-04-25,0.3.3,230
2019-04-25,0.3.4,988
2019-04-25,0.3.5,3364
2019-04-25,0.4.0,185
2019-04-25,0.4.1,23
2019-04-25,Other,1
2019-04-26,0.2.4,126
2019-04-26,0.2.5,134
2019-04-26,0.2.6,19
2019-04-26,0.2.7,74
2019-04-26,0.2.8,21
2019-04-26,0.2.9,1062
2019-04-26,0.3.0,55
2019-04-26,0.3.1,63
2019-04-26,0.3.2,250
2019-04-26,0.3.3,226
2019-04-26,0.3.4,971
2019-04-26,0.3.5,3370
2019-04-26,0.4.0,185
2019-04-26,0.4.1,24
2019-04-26,Other,1
2019-04-27,0.2.4,125
2019-04-27,0.2.5,133
2019-04-27,0.2.6,19
2019-04-27,0.2.7,75
2019-04-27,0.2.8,20
2019-04-27,0.2.9,1054
2019-04-27,0.3.0,54
2019-04-27,0.3.1,63
2019-04-27,0.3.2,271
2019-04-27,0.3.3,222
2019-04-27,0.3.4,974
2019-04-27,0.3.5,3366
2019-04-27,0.4.0,183
2019-04-27,0.4.1,23
2019-04-27,Other,1
2019-04-28,0.2.4,125
2019-04-28,0.2.5,131
2019-04-28,0.2.6,19
2019-04-28,0.2.7,75
2019-04-28,0.2.8,19
2019-04-28,0.2.9,1052
2019-04-28,0.3.0,54
2019-04-28,0.3.1,62
2019-04-28,0.3.2,286
2019-04-28,0.3.3,221
2019-04-28,0.3.4,965
2019-04-28,0.3.5,3344
2019-04-28,0.4.0,182
2019-04-28,0.4.1,23
2019-04-28,Other,1
2019-04-29,0.2.4,126
2019-04-29,0.2.5,125
2019-04-29,0.2.6,19
2019-04-29,0.2.7,75
2019-04-29,0.2.8,20
2019-04-29,0.2.9,1051
2019-04-29,0.3.0,52
2019-04-29,0.3.1,61
2019-04-29,0.3.2,285
2019-04-29,0.3.3,219
2019-04-29,0.3.4,956
2019-04-29,0.3.5,3359
2019-04-29,0.4.0,184
2019-04-29,0.4.1,23
2019-04-29,Other,1
2019-04-30,0.2.4,128
2019-04-30,0.2.5,123
2019-04-30,0.2.6,19
2019-04-30,0.2.7,74
2019-04-30,0.2.8,21
2019-04-30,0.2.9,1052
2019-04-30,0.3.0,52
2019-04-30,0.3.1,60
2019-04-30,0.3.2,284
2019-04-30,0.3.3,217
2019-04-30,0.3.4,946
2019-04-30,0.3.5,3363
2019-04-30,0.4.0,190
2019-04-30,0.4.1,22
2019-04-30,Other,1
2019-05-01,0.2.4,127
2019-05-01,0.2.5,123
2019-05-01,0.2.6,19
2019-05-01,0.2.7,73
2019-05-01,0.2.8,21
2019-05-01,0.2.9,1067
2019-05-01,0.3.0,53
2019-05-01,0.3.1,60
2019-05-01,0.3.2,292
2019-05-01,0.3.3,223
2019-05-01,0.3.4,971
2019-05-01,0.3.5,3421
2019-05-01,0.4.0,192
2019-05-01,0.4.1,22
2019-05-01,Other,1
2019-05-02,0.2.4,123
2019-05-02,0.2.5,123
2019-05-02,0.2.6,19
2019-05-02,0.2.7,73
2019-05-02,0.2.8,21
2019-05-02,0.2.9,1074
2019-05-02,0.3.0,53
2019-05-02,0.3.1,60
2019-05-02,0.3.2,292
2019-05-02,0.3.3,221
2019-05-02,0.3.4,955
2019-05-02,0.3.5,3437
2019-05-02,0.4.0,194
2019-05-02,0.4.1,22
2019-05-02,Other,1
2019-05-03,0.2.4,123
2019-05-03,0.2.5,124
2019-05-03,0.2.6,20
2019-05-03,0.2.7,71
2019-05-03,0.2.8,21
2019-05-03,0.2.9,1072
2019-05-03,0.3.0,53
2019-05-03,0.3.1,60
2019-05-03,0.3.2,279
2019-05-03,0.3.3,216
2019-05-03,0.3.4,941
2019-05-03,0.3.5,3439
2019-05-03,0.4.0,207
2019-05-03,0.4.1,22
2019-05-03,Other,1
2019-05-04,0.2.4,124
2019-05-04,0.2.5,124
2019-05-04,0.2.6,22
2019-05-04,0.2.7,73
2019-05-04,0.2.8,20
2019-05-04,0.2.9,1070
2019-05-04,0.3.0,53
2019-05-04,0.3.1,60
2019-05-04,0.3.2,276
2019-05-04,0.3.3,214
2019-05-04,0.3.4,949
2019-05-04,0.3.5,3415
2019-05-04,0.4.0,235
2019-05-04,0.4.1,23
2019-05-04,Other,1
2019-05-05,0.2.4,122
2019-05-05,0.2.5,121
2019-05-05,0.2.6,23
2019-05-05,0.2.7,72
2019-05-05,0.2.8,19
2019-05-05,0.2.9,1065
2019-05-05,0.3.0,53
2019-05-05,0.3.1,62
2019-05-05,0.3.2,274
2019-05-05,0.3.3,210
2019-05-05,0.3.4,953
2019-05-05,0.3.5,3397
2019-05-05,0.4.0,258
2019-05-05,0.4.1,22
2019-05-05,Other,1
2019-05-06,0.2.4,121
2019-05-06,0.2.5,121
2019-05-06,0.2.6,23
2019-05-06,0.2.7,73
2019-05-06,0.2.8,19
2019-05-06,0.2.9,1063
2019-05-06,0.3.0,53
2019-05-06,0.3.1,61
2019-05-06,0.3.2,274
2019-05-06,0.3.3,208
2019-05-06,0.3.4,936
2019-05-06,0.3.5,3394
2019-05-06,0.4.0,277
2019-05-06,0.4.1,22
2019-05-06,Other,1
2019-05-07,0.2.4,118
2019-05-07,0.2.5,121
2019-05-07,0.2.6,23
2019-05-07,0.2.7,73
2019-05-07,0.2.8,18
2019-05-07,0.2.9,1057
2019-05-07,0.3.0,53
2019-05-07,0.3.1,61
2019-05-07,0.3.2,276
2019-05-07,0.3.3,209
2019-05-07,0.3.4,922
2019-05-07,0.3.5,3368
2019-05-07,0.4.0,308
2019-05-07,0.4.1,23
2019-05-07,Other,1
2019-05-08,0.2.4,119
2019-05-08,0.2.5,120
2019-05-08,0.2.6,24
2019-05-08,0.2.7,73
2019-05-08,0.2.8,19
2019-05-08,0.2.9,1052
2019-05-08,0.3.0,53
2019-05-08,0.3.1,61
2019-05-08,0.3.2,276
2019-05-08,0.3.3,205
2019-05-08,0.3.4,927
2019-05-08,0.3.5,3327
2019-05-08,0.4.0,362
2019-05-08,0.4.1,23
2019-05-08,Other,1
2019-05-09,0.2.4,118
2019-05-09,0.2.5,118
2019-05-09,0.2.6,22
2019-05-09,0.2.7,72
2019-05-09,0.2.8,19
2019-05-09,0.2.9,1052
2019-05-09,0.3.0,53
2019-05-09,0.3.1,60
2019-05-09,0.3.2,276
2019-05-09,0.3.3,205
2019-05-09,0.3.4,919
2019-05-09,0.3.5,3290
2019-05-09,0.4.0,418
2019-05-09,0.4.1,23
2019-05-09,Other,1
2019-05-10,0.2.4,120
2019-05-10,0.2.5,118
2019-05-10,0.2.6,22
2019-05-10,0.2.7,69
2019-05-10,0.2.8,21
2019-05-10,0.2.9,1048
2019-05-10,0.3.0,53
2019-05-10,0.3.1,60
2019-05-10,0.3.2,268
2019-05-10,0.3.3,204
2019-05-10,0.3.4,909
2019-05-10,0.3.5,3255
2019-05-10,0.4.0,462
2019-05-10,0.4.1,23
2019-05-10,Other,1
2019-05-11,0.2.4,119
2019-05-11,0.2.5,118
2019-05-11,0.2.6,21
2019-05-11,0.2.7,66
2019-05-11,0.2.8,20
2019-05-11,0.2.9,1049
2019-05-11,0.3.0,53
2019-05-11,0.3.1,58
2019-05-11,0.3.2,263
2019-05-11,0.3.3,202
2019-05-11,0.3.4,918
2019-05-11,0.3.5,3229
2019-05-11,0.4.0,494
2019-05-11,0.4.1,23
2019-05-11,Other,1
2019-05-12,0.2.4,117
2019-05-12,0.2.5,118
2019-05-12,0.2.6,20
2019-05-12,0.2.7,66
2019-05-12,0.2.8,19
2019-05-12,0.2.9,1045
2019-05-12,0.3.0,53
2019-05-12,0.3.1,58
2019-05-12,0.3.2,263
2019-05-12,0.3.3,200
2019-05-12,0.3.4,925
2019-05-12,0.3.5,3227
2019-05-12,0.4.0,496
2019-05-12,0.4.1,22
2019-05-12,Other,1
2019-05-13,0.2.4,116
2019-05-13,0.2.5,120
2019-05-13,0.2.6,20
2019-05-13,0.2.7,65
2019-05-13,0.2.8,20
2019-05-13,0.2.9,1045
2019-05-13,0.3.0,55
2019-05-13,0.3.1,59
2019-05-13,0.3.2,263
2019-05-13,0.3.3,198
2019-05-13,0.3.4,912
2019-05-13,0.3.5,3229
2019-05-13,0.4.0,495
2019-05-13,0.4.1,22
2019-05-13,Other,1
2019-05-14,0.2.4,116
2019-05-14,0.2.5,120
2019-05-14,0.2.6,20
2019-05-14,0.2.7,65
2019-05-14,0.2.8,19
2019-05-14,0.2.9,1032
2019-05-14,0.3.0,55
2019-05-14,0.3.1,60
2019-05-14,0.3.2,265
2019-05-14,0.3.3,195
2019-05-14,0.3.4,911
2019-05-14,0.3.5,3230
2019-05-14,0.4.0,498
2019-05-14,0.4.1,22
2019-05-14,Other,1
2019-05-15,0.2.4,115
2019-05-15,0.2.5,119
2019-05-15,0.2.6,22
2019-05-15,0.2.7,67
2019-05-15,0.2.8,18
2019-05-15,0.2.9,1026
2019-05-15,0.3.0,54
2019-05-15,0.3.1,61
2019-05-15,0.3.2,257
2019-05-15,0.3.3,196
2019-05-15,0.3.4,910
2019-05-15,0.3.5,3255
2019-05-15,0.4.0,499
2019-05-15,0.4.1,22
2019-05-15,Other,1
2019-05-16,0.2.4,115
2019-05-16,0.2.5,119
2019-05-16,0.2.6,21
2019-05-16,0.2.7,67
2019-05-16,0.2.8,18
2019-05-16,0.2.9,1030
2019-05-16,0.3.0,55
2019-05-16,0.3.1,62
2019-05-16,0.3.2,248
2019-05-16,0.3.3,194
2019-05-16,0.3.4,896
2019-05-16,0.3.5,3232
2019-05-16,0.4.0,512
2019-05-16,0.4.1,23
2019-05-16,Other,1
2019-05-17,0.2.4,117
2019-05-17,0.2.5,119
2019-05-17,0.2.6,21
2019-05-17,0.2.7,65
2019-05-17,0.2.8,17
2019-05-17,0.2.9,1030
2019-05-17,0.3.0,56
2019-05-17,0.3.1,61
2019-05-17,0.3.2,248
2019-05-17,0.3.3,191
2019-05-17,0.3.4,878
2019-05-17,0.3.5,3221
2019-05-17,0.4.0,517
2019-05-17,0.4.1,24
2019-05-17,Other,1
2019-05-18,0.2.4,122
2019-05-18,0.2.5,119
2019-05-18,0.2.6,21
2019-05-18,0.2.7,64
2019-05-18,0.2.8,17
2019-05-18,0.2.9,1028
2019-05-18,0.3.0,55
2019-05-18,0.3.1,61
2019-05-18,0.3.2,248
2019-05-18,0.3.3,189
2019-05-18,0.3.4,873
2019-05-18,0.3.5,3236
2019-05-18,0.4.0,518
2019-05-18,0.4.1,24
2019-05-18,Other,1
